GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US170310101001,170310101001,"Block Group 1, Census Tract 101, Cook County, Illinois",421,133,392,118,182,116,191,111,0,11,0,11,0,11,0,11,19,29,19,29,0,11,29,33,29,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310101002,170310101002,"Block Group 2, Census Tract 101, Cook County, Illinois",1525,388,1385,357,306,163,1026,361,0,11,2,5,0,11,0,11,51,60,0,11,51,60,140,129,48,63,59,105,0,11,0,11,0,11,33,41,0,11,0,11,0,11
1500000US170310101003,170310101003,"Block Group 3, Census Tract 101, Cook County, Illinois",2243,485,1956,397,1266,322,411,168,0,11,160,225,0,11,15,23,104,86,0,11,104,86,287,290,242,286,0,11,0,11,0,11,0,11,45,40,0,11,0,11,0,11
1500000US170310102011,170310102011,"Block Group 1, Census Tract 102.01, Cook County, Illinois",1716,555,1135,308,430,198,633,273,0,11,62,93,0,11,0,11,10,21,0,11,10,21,581,474,541,470,0,11,0,11,0,11,0,11,17,27,23,36,23,36,0,11
1500000US170310102012,170310102012,"Block Group 2, Census Tract 102.01, Cook County, Illinois",4592,858,3637,791,960,272,2562,754,0,11,66,103,0,11,0,11,49,176,0,11,49,176,955,423,888,407,0,11,0,11,0,11,0,11,14,22,53,66,15,25,38,59
1500000US170310102013,170310102013,"Block Group 3, Census Tract 102.01, Cook County, Illinois",775,239,740,232,344,153,350,194,16,27,20,31,0,11,10,17,0,11,0,11,0,11,35,55,35,55,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310102021,170310102021,"Block Group 1, Census Tract 102.02, Cook County, Illinois",1427,445,974,342,382,171,320,127,0,11,239,287,0,11,0,11,33,49,0,11,33,49,453,317,243,289,28,43,6,11,0,11,18,33,135,130,23,35,23,35,0,11
1500000US170310102022,170310102022,"Block Group 2, Census Tract 102.02, Cook County, Illinois",1075,277,870,224,362,122,480,236,0,11,0,11,0,11,0,11,28,28,17,26,11,10,205,157,112,148,11,16,0,11,9,15,0,11,73,49,0,11,0,11,0,11
1500000US170310103001,170310103001,"Block Group 1, Census Tract 103, Cook County, Illinois",998,352,647,228,503,228,118,78,0,11,21,29,0,11,0,11,5,11,0,11,5,11,351,266,159,130,72,102,0,11,0,11,0,11,120,179,0,11,0,11,0,11
1500000US170310103002,170310103002,"Block Group 2, Census Tract 103, Cook County, Illinois",2200,610,1863,548,846,251,867,530,0,11,117,106,0,11,0,11,33,33,0,11,33,33,337,268,333,268,0,11,0,11,0,11,0,11,4,8,0,11,0,11,0,11
1500000US170310103003,170310103003,"Block Group 3, Census Tract 103, Cook County, Illinois",1316,368,1287,375,894,248,357,250,5,10,31,41,0,11,0,11,0,11,0,11,0,11,29,106,24,53,0,11,0,11,0,11,0,11,5,57,0,11,0,11,0,11
1500000US170310103004,170310103004,"Block Group 4, Census Tract 103, Cook County, Illinois",1699,489,1452,449,487,170,373,229,0,11,572,486,0,11,0,11,20,30,0,11,20,30,247,224,183,202,19,31,0,11,0,11,0,11,19,28,26,35,20,33,6,13
1500000US170310104001,170310104001,"Block Group 1, Census Tract 104, Cook County, Illinois",1632,391,1462,367,1003,275,356,320,0,11,14,23,0,11,35,54,54,53,27,43,27,31,170,99,140,101,0,11,0,11,0,11,0,11,16,25,14,22,0,11,14,22
1500000US170310104002,170310104002,"Block Group 2, Census Tract 104, Cook County, Illinois",858,241,713,220,437,119,80,70,0,11,168,191,0,11,0,11,28,31,0,11,28,31,145,120,88,75,45,71,0,11,0,11,0,11,0,11,12,20,12,20,0,11
1500000US170310104003,170310104003,"Block Group 3, Census Tract 104, Cook County, Illinois",2240,345,2101,325,1672,274,179,78,0,11,203,96,0,11,0,11,47,49,10,19,37,45,139,76,87,49,0,11,0,11,10,18,0,11,42,59,0,11,0,11,0,11
1500000US170310105011,170310105011,"Block Group 1, Census Tract 105.01, Cook County, Illinois",1098,286,986,282,749,294,169,103,0,11,31,25,0,11,0,11,37,42,0,11,37,42,112,110,112,110,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310105012,170310105012,"Block Group 2, Census Tract 105.01, Cook County, Illinois",1669,318,1638,322,630,191,934,332,0,11,26,30,0,11,0,11,48,55,0,11,48,55,31,33,14,20,0,11,0,11,0,11,0,11,17,26,0,11,0,11,0,11
1500000US170310105013,170310105013,"Block Group 3, Census Tract 105.01, Cook County, Illinois",1064,282,1016,287,777,226,87,82,0,11,43,40,0,11,0,11,109,127,0,11,109,127,48,81,48,81,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310105021,170310105021,"Block Group 1, Census Tract 105.02, Cook County, Illinois",1222,354,917,247,637,224,207,128,0,11,21,25,0,11,0,11,52,57,24,38,28,44,305,274,20,23,39,49,0,11,0,11,0,11,246,265,0,11,0,11,0,11
1500000US170310105022,170310105022,"Block Group 2, Census Tract 105.02, Cook County, Illinois",2468,707,2195,692,1281,325,285,128,0,11,617,687,0,11,0,11,12,18,0,11,12,18,273,147,185,135,64,70,0,11,0,11,0,11,0,11,24,41,0,11,24,41
1500000US170310105031,170310105031,"Block Group 1, Census Tract 105.03, Cook County, Illinois",1537,341,1228,283,788,278,112,68,0,11,273,108,0,11,0,11,55,65,39,61,16,24,309,211,287,205,22,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310105032,170310105032,"Block Group 2, Census Tract 105.03, Cook County, Illinois",691,263,626,240,466,234,66,49,0,11,53,44,0,11,0,11,41,43,0,11,41,43,65,53,36,47,17,23,0,11,0,11,0,11,12,25,0,11,0,11,0,11
1500000US170310106001,170310106001,"Block Group 1, Census Tract 106, Cook County, Illinois",2724,614,1875,413,798,243,976,407,0,11,42,50,0,11,0,11,59,65,0,11,59,65,849,454,690,435,39,62,0,11,0,11,0,11,0,11,120,192,0,11,120,192
1500000US170310106002,170310106002,"Block Group 2, Census Tract 106, Cook County, Illinois",844,362,802,354,363,194,404,389,0,11,0,11,0,11,0,11,35,65,0,11,35,65,42,59,38,52,0,11,4,12,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310106003,170310106003,"Block Group 3, Census Tract 106, Cook County, Illinois",1455,317,1249,287,866,228,270,199,0,11,64,97,0,11,0,11,49,90,0,11,49,90,206,131,140,122,12,19,0,11,0,11,0,11,30,35,24,26,0,11,24,26
1500000US170310106004,170310106004,"Block Group 4, Census Tract 106, Cook County, Illinois",1490,354,872,199,615,164,209,134,0,11,0,11,0,11,16,27,32,36,0,11,32,36,618,320,577,325,0,11,0,11,0,11,0,11,41,68,0,11,0,11,0,11
1500000US170310107011,170310107011,"Block Group 1, Census Tract 107.01, Cook County, Illinois",2105,399,1059,346,600,212,295,208,0,11,133,142,0,11,0,11,31,30,0,11,31,30,1046,419,829,485,0,11,0,11,0,11,0,11,217,241,0,11,0,11,0,11
1500000US170310107012,170310107012,"Block Group 2, Census Tract 107.01, Cook County, Illinois",1841,376,1233,276,757,207,329,146,0,11,67,57,0,11,13,20,67,66,0,11,67,66,608,286,379,220,31,49,0,11,0,11,0,11,182,200,16,24,0,11,16,24
1500000US170310107021,170310107021,"Block Group 1, Census Tract 107.02, Cook County, Illinois",1499,421,814,236,347,161,198,128,0,11,189,141,0,11,0,11,80,86,0,11,80,86,685,364,534,327,0,11,0,11,0,11,0,11,151,209,0,11,0,11,0,11
1500000US170310107022,170310107022,"Block Group 2, Census Tract 107.02, Cook County, Illinois",1492,689,700,268,296,128,274,207,0,11,29,32,0,11,36,58,65,79,0,11,65,79,792,583,758,587,0,11,0,11,0,11,0,11,34,38,0,11,0,11,0,11
1500000US170310107023,170310107023,"Block Group 3, Census Tract 107.02, Cook County, Illinois",1184,347,571,234,260,117,285,211,0,11,26,38,0,11,0,11,0,11,0,11,0,11,613,298,532,268,0,11,0,11,0,11,0,11,0,11,81,121,0,11,81,121
1500000US170310107024,170310107024,"Block Group 4, Census Tract 107.02, Cook County, Illinois",1099,364,535,292,190,81,320,285,0,11,0,11,0,11,0,11,25,41,0,11,25,41,564,298,61,119,0,11,0,11,0,11,0,11,503,320,0,11,0,11,0,11
1500000US170310201001,170310201001,"Block Group 1, Census Tract 201, Cook County, Illinois",2545,499,2102,481,945,284,491,331,0,11,537,490,0,11,31,49,98,93,0,11,98,93,443,316,349,295,0,11,0,11,11,16,0,11,83,128,0,11,0,11,0,11
1500000US170310201002,170310201002,"Block Group 2, Census Tract 201, Cook County, Illinois",1445,407,1399,403,465,160,638,309,0,11,271,248,0,11,0,11,25,40,0,11,25,40,46,40,38,38,8,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310202001,170310202001,"Block Group 1, Census Tract 202, Cook County, Illinois",1370,455,1238,424,1238,424,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,132,192,0,11,0,11,0,11,0,11,0,11,132,192,0,11,0,11,0,11
1500000US170310202002,170310202002,"Block Group 2, Census Tract 202, Cook County, Illinois",1460,626,1411,619,1088,566,50,47,0,11,273,224,0,11,0,11,0,11,0,11,0,11,49,62,23,39,0,11,0,11,0,11,0,11,26,45,0,11,0,11,0,11
1500000US170310202003,170310202003,"Block Group 3, Census Tract 202, Cook County, Illinois",1689,397,1361,283,1197,317,0,11,0,11,164,137,0,11,0,11,0,11,0,11,0,11,328,270,328,270,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310202004,170310202004,"Block Group 4, Census Tract 202, Cook County, Illinois",1736,393,1663,402,589,248,236,207,0,11,733,277,0,11,0,11,105,103,0,11,105,103,73,104,73,104,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310203011,170310203011,"Block Group 1, Census Tract 203.01, Cook County, Illinois",1619,330,1424,275,1136,228,107,91,9,16,158,140,0,11,0,11,14,23,14,23,0,11,195,194,195,194,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310203012,170310203012,"Block Group 2, Census Tract 203.01, Cook County, Illinois",1360,320,1273,291,1057,303,0,11,13,22,203,134,0,11,0,11,0,11,0,11,0,11,87,104,87,104,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310203013,170310203013,"Block Group 3, Census Tract 203.01, Cook County, Illinois",2260,381,2190,373,1823,343,173,146,15,25,137,117,0,11,10,16,32,28,0,11,32,28,70,90,70,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310203021,170310203021,"Block Group 1, Census Tract 203.02, Cook County, Illinois",1013,358,799,339,516,180,63,47,0,11,220,287,0,11,0,11,0,11,0,11,0,11,214,180,18,23,0,11,0,11,7,12,0,11,189,182,0,11,0,11,0,11
1500000US170310203022,170310203022,"Block Group 2, Census Tract 203.02, Cook County, Illinois",1121,455,827,359,349,129,180,228,0,11,298,273,0,11,0,11,0,11,0,11,0,11,294,289,294,289,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310203023,170310203023,"Block Group 3, Census Tract 203.02, Cook County, Illinois",2517,496,2141,410,1552,346,300,208,0,11,256,242,0,11,0,11,33,48,0,11,33,48,376,303,310,293,0,11,0,11,0,11,0,11,56,87,10,15,10,15,0,11
1500000US170310204001,170310204001,"Block Group 1, Census Tract 204, Cook County, Illinois",693,187,606,164,432,143,93,58,0,11,38,45,0,11,43,60,0,11,0,11,0,11,87,98,17,20,0,11,0,11,0,11,0,11,70,96,0,11,0,11,0,11
1500000US170310204002,170310204002,"Block Group 2, Census Tract 204, Cook County, Illinois",1693,334,1374,272,726,188,327,165,0,11,306,185,0,11,0,11,15,13,0,11,15,13,319,317,281,318,0,11,0,11,0,11,0,11,38,48,0,11,0,11,0,11
1500000US170310204003,170310204003,"Block Group 3, Census Tract 204, Cook County, Illinois",1908,374,1355,339,728,257,333,212,0,11,256,156,0,11,0,11,38,43,18,30,20,32,553,259,306,175,0,11,107,168,0,11,0,11,140,135,0,11,0,11,0,11
1500000US170310205001,170310205001,"Block Group 1, Census Tract 205, Cook County, Illinois",2561,612,1882,412,686,253,536,368,0,11,348,190,6,25,15,25,291,292,32,54,259,295,679,508,679,508,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310205002,170310205002,"Block Group 2, Census Tract 205, Cook County, Illinois",573,411,314,160,208,110,0,11,0,11,60,94,0,11,0,11,46,57,0,11,46,57,259,366,0,11,230,369,0,11,0,11,0,11,29,46,0,11,0,11,0,11
1500000US170310205003,170310205003,"Block Group 3, Census Tract 205, Cook County, Illinois",1526,493,1134,473,328,182,386,316,0,11,405,297,0,11,0,11,15,23,0,11,15,23,392,278,303,269,0,11,0,11,0,11,0,11,89,157,0,11,0,11,0,11
1500000US170310205004,170310205004,"Block Group 4, Census Tract 205, Cook County, Illinois",1344,569,754,303,273,174,103,81,0,11,378,279,0,11,0,11,0,11,0,11,0,11,590,482,137,158,0,11,0,11,0,11,0,11,453,460,0,11,0,11,0,11
1500000US170310206011,170310206011,"Block Group 1, Census Tract 206.01, Cook County, Illinois",2177,799,1660,533,1085,405,6,19,4,44,489,291,0,11,0,11,76,116,0,11,76,116,517,578,389,541,0,11,3,30,0,11,0,11,42,53,83,85,46,60,37,62
1500000US170310206012,170310206012,"Block Group 2, Census Tract 206.01, Cook County, Illinois",3127,679,2819,586,1872,511,170,184,40,62,580,319,0,11,75,127,82,108,66,105,16,25,308,251,78,81,0,11,0,11,0,11,0,11,180,197,50,81,0,11,50,81
1500000US170310206013,170310206013,"Block Group 3, Census Tract 206.01, Cook County, Illinois",1393,473,1235,457,700,339,170,153,0,11,349,270,0,11,0,11,16,26,0,11,16,26,158,175,0,11,75,114,0,11,83,131,0,11,0,11,0,11,0,11,0,11
1500000US170310206021,170310206021,"Block Group 1, Census Tract 206.02, Cook County, Illinois",1003,259,677,221,546,208,54,66,0,11,77,82,0,11,0,11,0,11,0,11,0,11,326,234,217,191,7,11,0,11,0,11,0,11,1,2,101,153,0,11,101,153
1500000US170310206022,170310206022,"Block Group 2, Census Tract 206.02, Cook County, Illinois",1057,333,896,353,69,45,120,150,0,11,696,313,0,11,0,11,11,19,0,11,11,19,161,134,56,62,10,18,0,11,0,11,0,11,95,134,0,11,0,11,0,11
1500000US170310206023,170310206023,"Block Group 3, Census Tract 206.02, Cook County, Illinois",926,379,770,353,308,207,123,157,0,11,243,178,0,11,62,103,34,52,34,52,0,11,156,214,156,214,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310206024,170310206024,"Block Group 4, Census Tract 206.02, Cook County, Illinois",1116,333,698,297,417,213,28,43,0,11,204,159,0,11,0,11,49,58,0,11,49,58,418,239,255,141,0,11,0,11,0,11,0,11,163,181,0,11,0,11,0,11
1500000US170310207011,170310207011,"Block Group 1, Census Tract 207.01, Cook County, Illinois",818,108,691,126,426,110,10,11,78,78,171,66,0,11,0,11,6,9,6,9,0,11,127,90,107,85,0,11,0,11,0,11,0,11,15,25,5,8,5,8,0,11
1500000US170310207012,170310207012,"Block Group 2, Census Tract 207.01, Cook County, Illinois",1075,343,934,315,609,230,143,214,0,11,109,110,0,11,0,11,73,78,62,76,11,18,141,94,102,83,0,11,6,10,0,11,0,11,22,27,11,17,11,17,0,11
1500000US170310207021,170310207021,"Block Group 1, Census Tract 207.02, Cook County, Illinois",2372,859,2232,842,1477,747,0,11,0,11,755,506,0,11,0,11,0,11,0,11,0,11,140,130,119,140,0,11,0,11,0,11,0,11,21,34,0,11,0,11,0,11
1500000US170310207022,170310207022,"Block Group 2, Census Tract 207.02, Cook County, Illinois",3078,1001,2278,818,1055,483,37,48,0,11,861,592,0,11,0,11,325,281,127,133,198,260,800,721,508,670,36,54,0,11,0,11,0,11,127,152,129,158,92,147,37,54
1500000US170310207023,170310207023,"Block Group 3, Census Tract 207.02, Cook County, Illinois",1870,774,1820,771,805,464,175,174,0,11,840,621,0,11,0,11,0,11,0,11,0,11,50,53,46,52,0,11,0,11,0,11,0,11,4,8,0,11,0,11,0,11
1500000US170310207024,170310207024,"Block Group 4, Census Tract 207.02, Cook County, Illinois",912,539,804,541,625,508,0,11,0,11,179,225,0,11,0,11,0,11,0,11,0,11,108,127,90,125,0,11,18,28,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310208011,170310208011,"Block Group 1, Census Tract 208.01, Cook County, Illinois",1470,451,586,270,389,174,163,215,0,11,0,11,0,11,0,11,34,55,34,55,0,11,884,456,294,244,26,36,0,11,0,11,0,11,564,568,0,11,0,11,0,11
1500000US170310208012,170310208012,"Block Group 2, Census Tract 208.01, Cook County, Illinois",943,414,852,389,645,236,0,11,0,11,13,24,0,11,0,11,194,249,0,11,194,249,91,91,73,84,0,11,0,11,0,11,0,11,18,27,0,11,0,11,0,11
1500000US170310208013,170310208013,"Block Group 3, Census Tract 208.01, Cook County, Illinois",769,287,597,291,344,233,23,37,0,11,230,200,0,11,0,11,0,11,0,11,0,11,172,149,163,150,9,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310208014,170310208014,"Block Group 4, Census Tract 208.01, Cook County, Illinois",1330,444,1108,405,549,277,0,11,0,11,439,352,0,11,0,11,120,186,0,11,120,186,222,182,222,182,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310208021,170310208021,"Block Group 1, Census Tract 208.02, Cook County, Illinois",1480,877,1029,491,258,193,129,219,0,11,642,456,0,11,0,11,0,11,0,11,0,11,451,828,451,828,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310208022,170310208022,"Block Group 2, Census Tract 208.02, Cook County, Illinois",2285,979,1900,824,369,240,71,90,0,11,1374,766,0,11,0,11,86,114,0,11,86,114,385,515,48,64,0,11,0,11,0,11,0,11,337,512,0,11,0,11,0,11
1500000US170310208023,170310208023,"Block Group 3, Census Tract 208.02, Cook County, Illinois",2364,775,1917,664,528,339,391,387,0,11,988,496,0,11,0,11,10,17,0,11,10,17,447,342,272,265,0,11,0,11,0,11,0,11,175,249,0,11,0,11,0,11
1500000US170310208024,170310208024,"Block Group 4, Census Tract 208.02, Cook County, Illinois",1813,680,1688,685,899,597,0,11,0,11,789,363,0,11,0,11,0,11,0,11,0,11,125,154,125,154,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310209011,170310209011,"Block Group 1, Census Tract 209.01, Cook County, Illinois",2245,668,1961,634,466,181,512,285,0,11,963,654,0,11,0,11,20,22,0,11,20,22,284,214,269,212,0,11,0,11,0,11,0,11,15,19,0,11,0,11,0,11
1500000US170310209012,170310209012,"Block Group 2, Census Tract 209.01, Cook County, Illinois",683,267,497,250,347,189,80,82,0,11,0,11,0,11,0,11,70,104,0,11,70,104,186,196,113,158,0,11,0,11,0,11,0,11,73,117,0,11,0,11,0,11
1500000US170310209013,170310209013,"Block Group 3, Census Tract 209.01, Cook County, Illinois",2085,542,1272,400,578,264,442,274,0,11,252,168,0,11,0,11,0,11,0,11,0,11,813,478,657,392,0,11,0,11,0,11,0,11,156,253,0,11,0,11,0,11
1500000US170310209021,170310209021,"Block Group 1, Census Tract 209.02, Cook County, Illinois",2261,422,1964,383,1167,321,383,148,0,11,382,227,0,11,0,11,32,34,0,11,32,34,297,132,297,132,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310209022,170310209022,"Block Group 2, Census Tract 209.02, Cook County, Illinois",1934,355,1799,342,970,269,398,292,0,11,431,192,0,11,0,11,0,11,0,11,0,11,135,106,117,103,0,11,0,11,0,11,0,11,18,28,0,11,0,11,0,11
1500000US170310301011,170310301011,"Block Group 1, Census Tract 301.01, Cook County, Illinois",993,380,633,195,468,174,74,86,0,11,91,84,0,11,0,11,0,11,0,11,0,11,360,356,78,72,0,11,8,16,0,11,0,11,274,352,0,11,0,11,0,11
1500000US170310301012,170310301012,"Block Group 2, Census Tract 301.01, Cook County, Illinois",318,163,251,113,176,97,23,36,0,11,24,31,0,11,0,11,28,46,0,11,28,46,67,79,67,79,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310301013,170310301013,"Block Group 3, Census Tract 301.01, Cook County, Illinois",1143,405,898,379,325,137,505,361,0,11,13,21,0,11,28,47,27,44,0,11,27,44,245,217,245,217,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310301014,170310301014,"Block Group 4, Census Tract 301.01, Cook County, Illinois",1273,326,1134,289,796,241,144,89,0,11,120,104,0,11,21,32,53,52,0,11,53,52,139,113,139,113,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310301021,170310301021,"Block Group 1, Census Tract 301.02, Cook County, Illinois",994,183,841,151,639,135,113,78,0,11,89,86,0,11,0,11,0,11,0,11,0,11,153,94,117,94,0,11,0,11,0,11,0,11,36,56,0,11,0,11,0,11
1500000US170310301022,170310301022,"Block Group 2, Census Tract 301.02, Cook County, Illinois",835,269,715,245,497,214,89,81,26,41,75,53,0,11,0,11,28,45,0,11,28,45,120,118,80,111,0,11,0,11,15,23,0,11,25,42,0,11,0,11,0,11
1500000US170310301023,170310301023,"Block Group 3, Census Tract 301.02, Cook County, Illinois",1127,281,996,257,384,145,377,178,25,40,168,145,0,11,0,11,42,49,0,11,42,49,131,130,73,73,0,11,0,11,0,11,0,11,18,21,40,63,40,63,0,11
1500000US170310301031,170310301031,"Block Group 1, Census Tract 301.03, Cook County, Illinois",813,271,761,251,471,171,115,87,0,11,138,98,0,11,0,11,37,40,11,17,26,27,52,41,42,37,0,11,0,11,0,11,0,11,10,16,0,11,0,11,0,11
1500000US170310301032,170310301032,"Block Group 2, Census Tract 301.03, Cook County, Illinois",1425,366,1118,295,675,307,182,95,4,8,249,128,0,11,0,11,8,8,4,8,4,8,307,198,99,82,48,60,0,11,0,11,0,11,160,182,0,11,0,11,0,11
1500000US170310301041,170310301041,"Block Group 1, Census Tract 301.04, Cook County, Illinois",2928,441,2704,416,1698,342,358,175,0,11,511,193,0,11,59,60,78,37,14,20,64,34,224,84,152,75,0,11,0,11,16,20,27,53,29,31,0,11,0,11,0,11
1500000US170310301042,170310301042,"Block Group 2, Census Tract 301.04, Cook County, Illinois",760,323,689,329,70,46,208,180,0,11,183,168,0,11,0,11,228,257,44,57,184,253,71,47,53,37,0,11,0,11,0,11,0,11,9,15,9,15,9,15,0,11
1500000US170310302001,170310302001,"Block Group 1, Census Tract 302, Cook County, Illinois",1366,293,1282,290,989,226,232,183,0,11,48,56,0,11,0,11,13,21,0,11,13,21,84,77,39,55,0,11,0,11,0,11,0,11,45,54,0,11,0,11,0,11
1500000US170310302002,170310302002,"Block Group 2, Census Tract 302, Cook County, Illinois",1045,195,1002,191,851,180,89,98,0,11,33,41,0,11,0,11,29,44,0,11,29,44,43,59,43,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US170310302003,170310302003,"Block Group 3, Census Tract 302, Cook County, Illinois",1018,233,918,211,851,210,0,11,0,11,67,36,0,11,0,11,0,11,0,11,0,11,100,87,91,90,0,11,0,11,9,19,0,11,0,11,0,11,0,11,0,11
1500000US170310302004,170310302004,"Block Group 4, Census Tract 302, Cook County, Illinois",1845,608,1216,275,1039,217,161,198,1,4,13,18,0,11,0,11,2,4,0,11,2,4,629,626,490,598,0,11,0,11,0,11,0,11,104,161,35,57,0,11,35,57
1500000US170310303001,170310303001,"Block Group 1, Census Tract 303, Cook County, Illinois",1450,340,951,203,429,109,279,183,0,11,219,77,0,11,0,11,24,25,16,20,8,12,499,329,405,296,0,11,0,11,8,13,0,11,86,140,0,11,0,11,0,11
1500000US170310303002,170310303002,"Block Group 2, Census Tract 303, Cook County, Illinois",1599,280,826,180,696,147,64,70,0,11,51,61,0,11,0,11,15,16,0,11,15,16,773,268,464,264,0,11,80,112,0,11,0,11,229,178,0,11,0,11,0,11
1500000US170310304001,170310304001,"Block Group 1, Census Tract 304, Cook County, Illinois",1536,220,1010,156,744,124,192,131,0,11,66,62,0,11,0,11,8,13,0,11,8,13,526,161,429,185,0,11,0,11,0,11,0,11,66,68,31,40,31,40,0,11
1500000US170310304002,170310304002,"Block Group 2, Census Tract 304, Cook County, Illinois",1147,249,786,207,522,141,147,176,0,11,84,84,0,11,0,11,33,28,7,13,26,27,361,192,221,134,0,11,0,11,9,15,0,11,114,151,17,19,0,11,17,19
1500000US170310305001,170310305001,"Block Group 1, Census Tract 305, Cook County, Illinois",1407,423,1081,240,744,174,95,93,0,11,222,146,0,11,0,11,20,35,0,11,20,35,326,409,302,400,0,11,0,11,0,11,0,11,0,11,24,39,24,39,0,11
1500000US170310305002,170310305002,"Block Group 2, Census Tract 305, Cook County, Illinois",1994,470,1312,288,931,237,214,170,0,11,126,109,0,11,0,11,41,40,0,11,41,40,682,346,373,192,0,11,0,11,60,88,0,11,235,306,14,22,14,22,0,11
